patient_id,CCDC85B,CDC27,CDK6,DDX46,DDX6,GDI2,GP9,GSE1,HIPK1,IRAK3,ISCA1,LMNA,LPIN2,MAP3K2,MTRNR2L8,Metazoa_SRP.161,NDUFA3,OAZ1,OSBPL8,PABPN1,PPP1R12A,PSME4,RIOK3,RN7SL128P,RN7SL151P,RN7SL396P,RN7SL4P,RN7SL5P,RN7SL674P,RN7SL752P,RN7SL767P,RNA5-8SP6,RNA5SP202,RNA5SP352,RPGR,RPPH1,STAG2,STRADB,TAB2,TBL1XR1,U1.14,UBE2B,USP34,YOD1
Normal_Patient_001,-0.17558210976659522,0.9146333784774203,-0.6553775570946327,0.34147512724319035,-0.7602236744011198,0.7185256040715884,0.25212202459277566,-0.008971907751861508,-0.8015457784966883,0.9953527148666601,-0.08241831597078383,0.12190863732421024,-0.22510376475678173,-0.07245410695428188,-0.6380378588961131,-1.2495402029125484,0.566650448585589,0.09483214298726911,0.4684217712906418,0.12301022311404422,1.0093633011911485,-1.0975453636475567,0.3232243104362658,-1.0033063862800953,-1.2253670404271912,-1.1545632915667463,-1.445390970113605,-1.497130076113522,-1.0009930403528808,-1.0207298773756175,-1.1337816949422288,-1.1141427914306323,-1.134245625606196,-1.2588877736337014,0.3241296208380237,-1.8819001097067787,0.7823592801877548,-0.6922112489630159,0.17997035187782506,0.26482363071810994,-1.0861392084199135,0.2733753787303524,0.5083241472154186,-0.35052402280851136
Normal_Patient_002,-0.4913495916040919,0.5061916408692817,-0.10228585251819197,0.5991435131428005,-0.5361217897665643,1.1281603065410821,-0.6171255640892062,-1.0794760034276278,-0.5318777736309864,0.5474589596443062,0.1718901153884572,-0.5465552863194661,0.1933475175277035,0.12279005773611244,-0.8015983519662168,-1.1558572674797456,0.4631353744070449,-0.29364237637453133,0.7978680897764986,0.6562500706003376,0.5181336310278075,-0.10790752995741384,0.07649273780534478,-0.9134637965197254,-0.8847789647865069,-0.8818211138289779,-1.2552213068136364,-0.4757517981561879,-0.8044102165089604,-0.5956867378750942,-0.843137579292064,-1.020500797110063,-0.6024437317676753,-1.070853856566678,1.2770132385070962,-0.5297053886207895,0.8939313251193753,0.3576518604863307,0.12724242250694923,0.4051564932083111,-0.6306556073553834,-0.35693908047674466,0.10303153510473537,0.11294951151748317
